time_s,disp_m,accel_rel_ms2,force_N
3.87000000,0.00513163,-0.90554452,21.80944823
3.88000000,0.00498152,-0.81570628,21.17146721
3.89000000,0.00474074,-0.86287999,20.14815068
3.90000000,0.00443404,-0.52625283,18.84468004
3.91000000,0.00402904,-0.93492280,17.12340966
3.92000000,0.00360335,-0.09165026,15.31425607
3.93000000,0.00310993,0.00175019,13.21720559
3.94000000,0.00262081,0.22449473,11.13846076
3.95000000,0.00215543,0.58421353,9.16056661
3.96000000,0.00173493,0.85314215,7.37345018
3.97000000,0.00138760,1.01360056,5.89729557
3.98000000,0.00112249,0.87147411,4.77057322
3.99000000,0.00094890,0.74577796,4.03281973
4.00000000,0.00086488,0.85717158,3.67575867
4.01000000,0.00085152,0.72296340,3.61896957
4.02000000,0.00091346,0.58170836,3.88220208
4.03000000,0.00102812,0.26089811,4.36951351
4.04000000,0.00117837,-0.03031035,5.00808311
4.05000000,0.00132607,-0.45753174,5.63580895
4.06000000,0.00144079,-0.84298134,6.12335259
4.07000000,0.00149931,-0.85903401,6.37208002
4.08000000,0.00147211,-0.87960961,6.25646248
4.09000000,0.00134346,-1.18022669,5.70968819
4.10000000,0.00114468,-0.67308105,4.86490770
4.11000000,0.00084028,-0.67894001,3.57117006
4.12000000,0.00048519,-0.34327758,2.06207873
4.13000000,0.00009249,0.09419654,0.39306528
4.14000000,-0.00032294,0.10763355,-1.37250415
4.15000000,-0.00070985,0.48283130,-3.01688285
4.16000000,-0.00105500,0.91532902,-4.48374676
4.17000000,-0.00134202,0.89599032,-5.70356396
4.18000000,-0.00152867,1.08220206,-6.49685107
4.19000000,-0.00161341,1.23542421,-6.85699759
4.20000000,-0.00161152,0.72709671,-6.84894797
4.21000000,-0.00149351,0.83274746,-6.34740208
4.22000000,-0.00130062,0.82322378,-5.52763847
4.23000000,-0.00103519,0.61332924,-4.39957168
4.24000000,-0.00069593,0.54848789,-2.95771486
4.25000000,-0.00033277,-0.16760441,-1.41425212
4.26000000,0.00005340,-0.44662394,0.22694152
4.27000000,0.00041979,-0.36729919,1.78411396
4.28000000,0.00072468,-0.74384232,3.07988407
4.29000000,0.00097193,-0.97362120,4.13071631
4.30000000,0.00114309,-0.89292385,4.85814974
4.31000000,0.00120801,-1.11098613,5.13403001
4.32000000,0.00119839,-0.70671326,5.09315653
4.33000000,0.00109363,-0.58981167,4.64790951
4.34000000,0.00092819,-0.44825409,3.94481114
4.35000000,0.00072126,-0.16936144,3.06534800
4.36000000,0.00047903,-0.11813961,2.03589384
4.37000000,0.00024063,0.27137101,1.02267441
4.38000000,0.00001117,0.49175370,0.04746246
4.39000000,-0.00016533,0.89802625,-0.70266824
4.40000000,-0.00027218,1.10449248,-1.15676307
4.41000000,-0.00029284,0.92886907,-1.24457969
4.42000000,-0.00021295,0.81870947,-0.90505591
4.43000000,-0.00004370,0.80341617,-0.18571706
4.44000000,0.00021195,0.90153823,0.90079935
4.45000000,0.00051934,0.28045158,2.20721218
4.46000000,0.00088646,-0.01758295,3.76745596
4.47000000,0.00127046,-0.09177171,5.39946039
